<DATE>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20080516,14363.62,14392.53,14194.91,14219.48,144200
20080519,14294.52,14343.19,14219.08,14269.61,133800
20080520,14220.12,14286.67,14121.92,14160.09,159800
20080521,14002.52,14041.24,13847.18,13926.30,160200
20080522,13772.65,13984.81,13658.02,13978.46,159200
20080523,13945.10,14157.24,13925.38,14012.20,146400
20080526,13875.98,13883.51,13670.92,13690.19,117800
20080527,13750.82,13931.23,13750.82,13893.31,100200
20080528,13937.14,13979.39,13665.57,13709.44,132400
20080529,13832.65,14147.89,13832.65,14124.47,128800
20080530,14195.66,14366.63,14192.17,14338.54,166600
20080602,14342.96,14461.03,14189.97,14440.14,0
20080603,14275.61,14289.47,14127.75,14209.17,152600
20080604,14270.07,14435.57,14250.11,14435.57,168800
20080605,14392.59,14392.59,14262.02,14341.12,152000
20080606,14530.36,14601.27,14489.44,14489.44,150600
20080609,14275.34,14278.84,14117.79,14181.38,122000
20080610,14281.36,14308.89,13983.56,14021.17,120600
20080611,14137.54,14194.48,13993.57,14183.48,131000
20080612,14010.32,14010.32,13826.07,13888.60,133400
20080613,14011.12,14041.34,13810.38,13973.73,230400
20080616,14118.23,14369.09,14103.50,14354.37,120000
20080617,14387.00,14387.00,14299.67,14348.37,110800
20080618,14301.36,14469.99,14301.36,14452.82,110800
20080619,14324.71,14324.71,14069.16,14130.17,130800
20080620,14171.02,14190.00,13903.21,13942.08,129600
20080623,13769.44,13920.75,13667.84,13857.47,117600
20080624,13766.28,13877.49,13738.39,13849.56,100200
20080625,13820.78,13833.23,13635.68,13829.92,123600
20080626,13845.41,13950.56,13798.05,13822.32,114400
20080627,13605.26,13605.56,13453.35,13544.36,127800
20080630,13584.51,13598.48,13454.28,13481.38,123600
20080701,13514.86,13576.41,13448.35,13463.20,121400
20080702,13489.87,13489.87,13247.05,13286.37,136600
20080703,13161.78,13326.95,13118.89,13265.40,154200
20080704,13285.49,13288.55,13135.46,13237.89,117400
20080707,13212.80,13409.30,13169.55,13360.04,107000
20080708,13286.50,13294.97,12984.54,13033.10,121800
20080709,13169.89,13284.65,13038.77,13052.13,123000
20080710,12934.31,13139.85,12930.32,13067.21,120200
20080711,13063.50,13164.10,12918.22,13039.69,146200
20080714,13022.29,13185.90,12969.93,13010.16,123800
20080715,12902.13,12902.13,12715.81,12754.56,118800
20080716,12725.12,12815.40,12671.34,12760.80,122400
20080717,12889.80,12929.74,12852.93,12887.95,111000
20080718,12976.22,12999.64,12762.33,12803.70,113200
20080722,12944.56,13184.96,12921.02,13184.96,112400
20080723,13259.65,13388.63,13238.55,13312.93,127200
20080724,13411.28,13603.31,13393.57,13603.31,126200
20080725,13452.37,13469.83,13324.22,13334.76,109600
20080728,13407.36,13468.94,13327.12,13353.78,93600
20080729,13220.33,13220.33,13018.22,13159.45,106400
20080730,13267.37,13372.28,13264.08,13367.79,109000
20080731,13410.40,13467.67,13256.38,13376.81,137000
20080801,13276.57,13294.17,13039.21,13094.59,135000
20080804,13083.28,13113.94,12910.17,12933.18,142000
20080805,12957.01,13049.58,12893.34,12914.66,144600
20080806,13059.43,13295.51,13048.97,13254.89,156400
20080807,13257.99,13257.99,13034.15,13124.99,136000
20080808,13026.53,13259.73,12962.82,13168.41,162400
20080811,13259.46,13468.81,13259.46,13430.91,113800
20080812,13397.99,13420.10,13276.15,13303.60,125200
20080813,13205.64,13205.64,12953.34,13023.05,125200
20080814,12942.61,13090.68,12926.98,12956.80,116400
20080815,12991.91,13029.58,12952.21,13019.41,94800
20080818,12971.49,13270.37,12934.22,13165.45,114000
20080819,13016.50,13016.50,12782.10,12865.05,103200
20080820,12753.98,12923.66,12753.98,12851.69,110400
20080821,12885.34,12885.34,12723.83,12752.21,105200
20080822,12727.37,12732.69,12631.94,12666.04,87800
20080825,12797.54,12949.33,12797.54,12878.66,86600
20080826,12711.03,12801.21,12656.09,12778.71,87000
20080827,12734.39,12783.63,12681.98,12752.96,87000
20080828,12827.72,12847.46,12718.53,12768.25,89600
20080829,12925.45,13079.37,12918.49,13072.87,120800
20080901,12936.81,12940.55,12834.18,12834.18,87600
20080902,12779.89,12920.52,12491.07,12609.47,126600
20080903,12703.36,12767.50,12647.29,12689.59,129200
20080904,12627.64,12660.57,12514.26,12557.66,145200
20080905,12385.65,12385.65,12163.33,12212.23,155600
20080908,12359.93,12671.76,12352.35,12624.46,135000
20080909,12529.96,12529.96,12335.74,12400.65,119600
20080910,12249.14,12404.67,12159.97,12346.63,155200
20080911,12237.52,12259.02,12081.51,12102.50,131600
20080912,12256.78,12277.57,12059.09,12214.76,194600
20080916,12028.45,12028.45,11551.40,11609.72,184000
20080917,11737.62,11880.03,11708.70,11749.79,158000
20080918,11576.94,11577.88,11301.46,11489.30,163000
20080919,11631.60,11920.86,11615.20,11920.86,184600
20080922,12037.89,12263.95,12037.89,12090.59,150400
20080924,12031.98,12115.03,11904.60,12115.03,152600
20080925,11925.71,12025.41,11835.28,12006.53,113600
20080926,12026.34,12082.64,11788.73,11893.16,131400
20080929,11883.25,12062.67,11721.05,11743.61,122400
20080930,11565.70,11565.70,11160.83,11259.86,165000
20081001,11396.61,11456.64,11314.28,11368.26,142400
20081002,11423.13,11452.39,11143.79,11154.76,156400
20081003,11052.10,11099.73,10938.14,10938.14,174400
20081006,10817.27,10839.50,10374.38,10473.09,185000
20081007,10328.54,10363.14,9916.21,10155.90,210800
20081008,10011.64,10011.64,9159.81,9203.32,205400
20081009,9168.16,9443.45,9100.93,9157.49,213400
20081010,9016.34,9016.34,8115.41,8276.43,247200
20081014,8407.94,9455.62,8407.94,9447.57,169400
20081015,9390.50,9601.30,9269.49,9547.47,185000
20081016,9400.85,9400.85,8458.45,8458.45,186200
20081017,8579.57,8763.71,8539.51,8693.82,171400
20081020,8775.24,9038.45,8687.70,9005.59,165600
20081021,9139.26,9358.51,9135.41,9306.25,154800
20081022,9198.14,9198.14,8674.69,8674.69,160600
20081023,8547.79,8547.79,8016.61,8460.98,216800
20081024,8391.04,8391.04,7647.07,7649.08,194600
20081027,7568.36,7878.97,7141.27,7162.90,237400
20081028,7143.34,7626.42,6994.90,7621.92,240800
20081029,7741.52,8211.90,7741.52,8211.90,222800
20081030,8269.71,9030.85,8269.71,9029.76,220600
20081031,8958.22,9012.31,8576.98,8576.98,206000
20081104,8702.77,9142.29,8699.77,9114.60,164800
20081105,9224.05,9521.24,9216.30,9521.24,208600
20081106,9373.65,9380.30,8806.71,8899.14,176000
20081107,8774.49,8868.10,8266.09,8583.00,206400
20081110,8711.99,9106.29,8711.99,9081.43,155400
20081111,8965.29,9056.31,8704.56,8809.30,153800
20081112,8694.91,8782.48,8574.20,8695.51,153800
20081113,8564.47,8564.47,8148.30,8238.64,166600
20081114,8378.13,8689.85,8378.13,8462.39,155600
20081117,8366.88,8767.98,8218.82,8522.58,146000
20081118,8415.60,8440.41,8302.24,8328.41,144200
20081119,8309.35,8370.09,8115.71,8273.22,143800
20081120,8149.77,8149.79,7703.04,7703.04,154400
20081121,7600.35,7994.68,7406.18,7910.79,185200
20081125,8026.06,8356.83,8025.69,8323.93,155000
20081126,8229.72,8317.83,8149.56,8213.22,118800
20081127,8311.24,8458.68,8300.49,8373.39,116600
20081128,8400.05,8518.13,8336.57,8512.27,145400
20081201,8464.36,8464.36,8307.28,8397.22,107000
20081202,8266.32,8266.32,7863.69,7863.69,136000
20081203,7965.31,8056.38,7889.82,8004.10,121200
20081204,8030.20,8107.69,7849.84,7924.24,148000
20081205,7975.05,8024.33,7908.65,7917.51,139400
20081208,7970.69,8358.27,7959.01,8329.05,139000
20081209,8362.37,8499.60,8314.85,8395.87,150800
20081210,8376.00,8704.92,8376.00,8660.24,155600
20081211,8642.26,8720.55,8519.11,8720.55,162200
20081212,8599.12,8610.73,8087.99,8235.87,185600
20081215,8349.85,8700.17,8349.85,8664.66,129200
20081216,8608.40,8634.26,8471.24,8568.02,132200
20081217,8658.22,8741.24,8425.66,8612.52,148400
20081218,8565.16,8728.36,8534.84,8667.23,138800
20081219,8640.22,8743.22,8570.56,8588.52,138000
20081222,8602.50,8751.18,8593.76,8723.78,109800
20081224,8630.25,8631.83,8476.69,8517.10,100800
20081225,8531.51,8599.50,8531.16,8599.50,61200
20081226,8642.14,8740.76,8611.36,8739.52,75800
20081229,8726.31,8763.67,8638.60,8747.17,83200
20081230,8716.28,8859.56,8702.95,8859.56,60800
20090105,8991.21,9127.38,8987.36,9043.12,85000
20090106,9130.01,9171.03,9029.94,9080.84,154800
20090107,9133.80,9325.35,9106.05,9239.24,205600
20090108,9143.21,9148.83,8876.42,8876.42,150000
20090109,8932.71,8956.85,8773.20,8836.80,137000
20090113,8732.63,8732.93,8405.50,8413.91,135600
20090114,8425.75,8516.07,8359.16,8438.45,132800
20090115,8309.38,8309.38,7997.73,8023.31,158400
20090116,8125.20,8283.91,8067.47,8230.15,140600
20090119,8318.26,8351.68,8221.84,8256.85,102600
20090120,8187.14,8190.42,7962.46,8065.79,128000
20090121,7949.96,8009.22,7829.30,7901.64,147000
20090122,7988.30,8051.74,7809.89,8051.74,142600
20090123,7965.41,7965.41,7745.25,7745.25,119800
20090126,7714.26,7807.16,7671.04,7682.14,115000
20090127,7782.90,8115.15,7782.07,8061.07,152400
20090128,8052.25,8171.63,7936.59,8106.29,140000
20090129,8201.16,8305.38,8138.99,8251.24,160200
20090130,8142.88,8142.88,7922.39,7994.05,148000
20090202,7908.51,7955.75,7795.27,7873.98,159800
20090203,7862.95,8084.41,7800.80,7825.51,181600
20090204,7897.24,8084.97,7863.65,8038.94,156800
20090205,7985.53,8093.96,7901.04,7949.65,169400
20090206,8054.27,8169.04,8033.24,8076.62,147200
20090209,8178.07,8257.71,7969.03,7969.03,140400
20090210,8066.94,8124.79,7917.27,7945.94,138600
20090212,7842.53,7862.52,7685.68,7705.36,146000
20090213,7789.35,7887.74,7730.27,7779.40,149600
20090216,7732.68,7804.24,7694.73,7750.17,110600
20090217,7690.13,7710.43,7615.94,7645.51,120800
20090218,7539.96,7565.79,7479.18,7534.44,149400
20090219,7604.22,7642.69,7537.56,7557.65,138200
20090220,7544.07,7554.70,7382.33,7416.38,140800
20090223,7314.30,7417.18,7209.43,7376.16,164200
20090224,7266.68,7270.90,7155.16,7268.56,146800
20090225,7368.44,7471.03,7330.44,7461.22,165400
20090226,7470.60,7599.81,7433.06,7457.93,143200
20090227,7463.42,7589.77,7414.40,7568.42,140600
20090302,7454.28,7454.28,7234.96,7280.15,125400
20090303,7177.79,7288.14,7088.47,7229.72,146600
20090304,7146.71,7320.65,7104.63,7290.96,159800
20090305,7336.02,7532.87,7336.02,7433.49,185400
20090306,7328.29,7328.29,7167.07,7173.10,159600
20090309,7191.13,7241.02,7028.49,7086.03,132800
20090310,7059.77,7100.77,7021.28,7054.98,133000
20090311,7165.39,7393.81,7161.85,7376.12,155800
20090312,7320.45,7345.02,7198.25,7198.25,153200
20090313,7301.12,7571.45,7300.87,7569.28,217000
20090316,7630.20,7754.75,7630.20,7704.15,150400
20090317,7767.34,7967.03,7723.94,7949.13,171400
20090318,8006.86,8054.35,7895.28,7972.17,176800
20090319,8017.93,8034.09,7902.49,7945.96,138000
20090323,7943.14,8229.13,7922.55,8215.53,178400
20090324,8334.68,8504.41,8297.27,8488.30,195000
20090325,8499.69,8553.01,8392.56,8479.99,162000
20090326,8430.22,8640.28,8383.99,8636.33,135200
20090327,8711.72,8843.18,8626.97,8626.97,157800
20090330,8621.85,8651.06,8236.08,8236.08,164200
20090331,8199.43,8383.74,8088.45,8109.53,178800
20090401,8173.36,8351.91,8084.62,8351.91,157000
20090402,8453.73,8741.67,8449.87,8719.78,213000
20090403,8814.10,8884.63,8697.17,8749.84,217400
20090406,8856.84,8992.06,8812.36,8857.93,173600
20090407,8838.66,8884.45,8778.92,8832.85,150600
20090408,8746.73,8765.64,8556.75,8595.01,168000
20090409,8665.16,8920.86,8664.26,8916.06,192000
20090410,9041.23,9068.80,8856.69,8964.11,228600
20090413,8930.35,9024.45,8888.10,8924.43,167400
20090414,8955.90,8961.73,8749.92,8842.68,181800
20090415,8777.68,8800.52,8681.03,8742.96,158400
20090416,8848.43,9030.00,8720.62,8755.26,173000
20090417,8854.33,8953.34,8834.63,8907.58,184200
20090420,8899.59,8933.80,8813.72,8924.75,167800
20090421,8802.09,8802.09,8612.76,8711.33,175400
20090422,8777.53,8802.90,8683.27,8727.30,195000
20090423,8776.94,8860.55,8647.80,8847.01,186200
20090424,8832.10,8852.83,8694.92,8707.99,212200
20090427,8783.34,8840.53,8648.51,8726.34,152200
20090428,8678.28,8808.64,8493.77,8493.77,169600
20090430,8615.45,8844.77,8615.45,8828.26,174800
20090501,8848.84,9017.32,8827.13,8977.37,154800
20090507,9102.35,9385.70,9100.11,9385.70,239000
20090508,9351.40,9464.43,9349.57,9432.83,220200
20090511,9460.72,9503.91,9342.75,9451.98,230800
20090512,9358.25,9389.61,9298.61,9298.61,188400
20090513,9305.79,9379.47,9278.89,9340.49,176000
20090514,9212.30,9223.77,9052.41,9093.73,169400
20090515,9150.21,9272.08,9140.90,9265.02,172000
20090518,9167.05,9167.82,8997.74,9038.69,147800
20090519,9172.56,9326.75,9166.97,9290.29,167000
20090520,9372.72,9399.40,9311.61,9344.64,143200
20090521,9280.35,9286.35,9189.92,9264.15,133200
20090522,9156.14,9267.82,9126.69,9225.81,134800
20090525,9245.95,9402.76,9245.95,9347.00,129200
20090526,9364.22,9379.78,9231.93,9310.81,121200
20090527,9426.62,9491.13,9411.54,9438.77,149000
20090528,9353.33,9492.66,9353.33,9451.39,155600
20090529,9478.21,9522.50,9426.52,9522.50,175800
20090601,9517.49,9691.73,9491.26,9677.75,177600
20090602,9774.55,9793.47,9704.31,9704.31,184800
20090603,9723.82,9774.55,9718.70,9741.67,140600
20090604,9690.93,9743.46,9654.45,9668.96,175800
20090605,9752.51,9774.98,9719.14,9768.01,156200
20090608,9829.28,9914.07,9816.17,9865.63,155800
20090609,9824.17,9855.89,9755.81,9786.82,159000
20090610,9833.64,9991.49,9813.77,9991.49,192800
20090611,9992.98,10022.23,9958.98,9981.33,211200
20090612,10088.21,10170.82,10050.96,10135.82,297200
20090615,10126.55,10126.55,10029.59,10039.67,158200
20090616,9914.40,9941.50,9752.88,9752.88,174600
20090617,9705.73,9845.52,9705.73,9840.85,179400
20090618,9778.35,9778.35,9649.83,9703.72,168600
20090619,9757.85,9822.83,9703.87,9786.26,174800
20090622,9788.07,9887.13,9763.37,9826.27,149800
20090623,9695.76,9712.09,9511.45,9549.61,185600
20090624,9596.78,9624.41,9534.24,9590.32,153000
20090625,9628.18,9871.14,9619.02,9796.08,161200
20090626,9852.92,9893.00,9793.95,9877.39,135800
20090629,9866.28,9943.83,9748.73,9783.47,160200
20090630,9896.56,10000.30,9894.95,9958.44,143200
20090701,9889.34,10086.18,9874.00,9939.93,158200
20090702,9993.77,9993.77,9869.54,9876.15,141600
20090703,9751.69,9816.07,9691.16,9816.07,127000
20090706,9738.49,9771.76,9650.75,9680.87,109800
20090707,9713.62,9734.43,9619.68,9647.79,142800
20090708,9548.81,9557.39,9407.98,9420.75,147800
20090709,9342.33,9384.24,9291.06,9291.06,148400
20090710,9338.76,9370.15,9265.24,9287.28,151400
20090713,9242.13,9343.86,9050.33,9050.33,168800
20090714,9173.14,9284.38,9166.63,9261.81,168000
20090715,9307.45,9333.64,9250.73,9269.25,169600
20090716,9393.98,9489.67,9317.11,9344.16,178400
20090717,9413.86,9420.61,9360.59,9395.32,122200
20090721,9512.52,9652.02,9508.92,9652.02,151400
20090722,9642.79,9750.63,9608.77,9723.16,153800
20090723,9712.10,9861.29,9703.84,9792.94,171800
20090724,9909.40,9950.04,9863.87,9944.55,205400
20090727,10020.87,10179.59,10015.11,10088.66,161200
20090728,10116.89,10116.89,10049.63,10087.26,138400
20090729,10035.91,10161.95,10035.91,10113.24,146800
20090730,10155.71,10169.68,10067.51,10165.21,147400
20090731,10275.14,10359.07,10259.57,10356.83,182800
20090803,10355.23,10380.57,10322.00,10352.47,162000
20090804,10438.40,10479.19,10358.48,10375.01,175400
20090805,10405.05,10406.10,10252.53,10252.53,134600
20090806,10266.01,10426.14,10266.01,10388.09,146400
20090807,10365.71,10412.09,10249.04,10412.09,140600
20090810,10530.62,10585.37,10487.70,10524.26,147800
20090811,10514.74,10587.36,10512.21,10585.46,135200
20090812,10486.36,10526.35,10434.09,10435.00,124000
20090813,10508.09,10556.28,10489.12,10517.19,126000
20090814,10551.33,10630.38,10539.43,10597.33,142600
20090817,10521.02,10521.02,10268.61,10268.61,134000
20090818,10208.12,10325.06,10181.10,10284.96,126600
20090819,10269.97,10327.17,10195.11,10204.00,138000
20090820,10254.53,10407.30,10204.26,10383.41,137000
20090821,10375.22,10375.22,10142.22,10238.20,154200
20090824,10389.57,10591.00,10388.78,10581.05,122400
20090825,10515.57,10566.31,10469.69,10497.36,127000
20090826,10554.44,10668.74,10526.51,10639.71,132000
20090827,10570.78,10575.79,10400.83,10473.97,138800
20090828,10546.88,10560.44,10471.63,10534.14,130200
20090831,10608.16,10767.00,10423.90,10492.53,152400
20090901,10453.37,10577.19,10438.51,10530.06,114400
20090902,10378.08,10378.08,10215.60,10280.46,138200
20090903,10240.02,10290.83,10185.38,10214.64,117600
20090904,10256.49,10256.49,10143.26,10187.11,131200
20090907,10288.56,10326.45,10274.38,10320.94,97200
20090908,10353.51,10393.23,10300.50,10393.23,118000
20090909,10343.80,10390.25,10249.11,10312.14,140800
20090910,10385.35,10521.14,10382.99,10513.67,133400
20090911,10519.33,10522.23,10407.97,10444.33,189200
20090914,10388.32,10388.32,10170.74,10202.06,121800
20090915,10255.73,10292.47,10183.30,10217.62,101200
20090916,10288.72,10394.56,10247.24,10270.77,136800
20090917,10373.25,10443.80,10340.14,10443.80,144600
20090918,10379.21,10399.42,10292.50,10370.54,174600
20090924,10405.53,10566.98,10386.88,10544.22,168400
20090925,10395.45,10395.45,10228.60,10265.98,141600
20090928,10136.24,10151.60,9971.05,10009.52,159200
20090929,10089.11,10125.88,10059.87,10100.20,135600
20090930,10105.17,10138.04,10063.69,10133.23,121000
20091001,10072.64,10077.22,9965.06,9978.64,134800
20091002,9848.07,9852.17,9714.18,9731.87,165200
20091005,9733.07,9751.56,9669.31,9674.49,145000
20091006,9744.42,9744.42,9628.67,9691.80,154800
20091007,9750.24,9821.74,9735.68,9799.60,175600
20091008,9806.03,9863.34,9746.15,9832.47,139200
20091009,9893.63,10016.39,9857.39,10016.39,154800
20091013,10066.85,10116.72,10039.62,10076.56,132600
20091014,10096.01,10096.01,10016.24,10060.21,162000
20091015,10194.91,10272.62,10184.81,10238.65,148400
20091016,10276.40,10290.31,10216.14,10257.56,152400
20091019,10179.46,10264.44,10125.33,10236.51,139600
20091020,10329.30,10357.59,10307.59,10336.84,139200
20091021,10292.39,10350.45,10292.39,10333.39,133400
20091022,10251.09,10274.61,10159.66,10267.17,154400
20091023,10335.34,10364.17,10271.71,10282.99,146800
20091026,10271.84,10397.69,10250.84,10362.62,127600
20091027,10283.46,10290.92,10201.93,10212.46,143400
20091028,10182.14,10209.20,10060.39,10075.05,135000
20091029,9941.57,9945.41,9850.12,9891.10,203800
20091030,10006.84,10049.59,9984.33,10034.74,145600
20091102,9903.77,9904.61,9736.14,9802.95,128400
20091104,9785.28,9845.00,9767.91,9844.31,119400
20091105,9803.50,9825.82,9691.69,9717.44,147200
20091106,9812.73,9849.72,9767.00,9789.35,141400
20091109,9777.64,9845.90,9731.59,9808.99,117600
20091110,9904.68,9979.46,9857.10,9870.73,130400
20091111,9890.18,9949.71,9849.99,9871.68,122800
20091112,9921.45,9943.57,9788.49,9804.49,123600
20091113,9793.19,9805.20,9719.38,9770.31,123000
20091116,9784.14,9802.53,9725.81,9791.18,140800
20091117,9834.58,9847.64,9715.28,9729.93,138800
20091118,9723.23,9788.81,9631.83,9676.80,170600
20091119,9691.86,9691.86,9496.07,9549.47,203000
20091120,9460.21,9513.60,9423.66,9497.68,163200
20091124,9511.00,9511.00,9397.79,9401.58,136400
20091125,9381.90,9453.70,9366.33,9441.64,145200
20091126,9354.80,9457.24,9324.99,9383.24,146600
20091127,9257.20,9257.20,9076.41,9081.52,176400
20091130,9189.17,9353.74,9162.18,9345.55,185600
20091201,9281.82,9572.20,9233.20,9572.20,212800
20091202,9551.79,9643.32,9514.15,9608.94,167200
20091203,9707.02,9977.67,9707.02,9977.67,192000
20091204,10019.24,10022.59,9902.83,10022.59,180000
20091207,10131.90,10204.58,10106.31,10167.60,164400
20091208,10079.81,10149.32,10079.81,10140.47,150000
20091209,10048.94,10048.94,9985.97,10004.72,149000
20091210,9964.05,10035.92,9834.22,9862.82,162000
20091211,9958.00,10107.87,9916.21,10107.87,222000
20091214,10126.61,10126.61,10009.60,10105.68,161200
20091215,10053.45,10111.76,10033.90,10083.48,159800
20091216,10179.33,10222.22,10117.12,10177.41,225200
20091217,10199.92,10260.12,10163.80,10163.80,148200
20091218,10110.64,10157.25,10027.85,10142.05,151800
20091221,10196.71,10215.49,10183.47,10183.47,120400
20091222,10256.00,10378.03,10235.22,10378.03,171800
20091224,10413.37,10558.41,10413.37,10536.92,144200
20091225,10546.97,10546.97,10476.65,10494.71,83000
20091228,10521.81,10652.99,10513.55,10634.23,106200
20091229,10611.85,10683.12,10597.41,10638.06,122400
20091230,10707.51,10707.51,10546.44,10546.44,141600
20100104,10609.34,10694.49,10608.14,10654.79,104400
20100105,10719.44,10791.04,10655.57,10681.83,166200
20100106,10709.55,10768.61,10661.17,10731.45,181800
20100107,10742.75,10774.00,10636.67,10681.66,182600
20100108,10743.30,10816.45,10677.56,10798.32,211800
20100112,10770.35,10905.39,10763.68,10879.14,192800
20100113,10795.48,10866.62,10729.86,10735.03,250000
20100114,10778.07,10909.94,10774.25,10907.68,267400
20100115,10917.41,10982.10,10878.83,10982.10,253000
20100118,10887.61,10895.10,10781.03,10855.08,186600
20100119,10866.83,10866.83,10749.47,10764.90,174600
20100120,10834.91,10860.93,10724.57,10737.52,146400
20100121,10704.79,10886.64,10649.84,10868.41,176800
20100122,10740.21,10768.07,10528.33,10590.55,187400
20100125,10478.31,10557.64,10414.58,10512.69,139800
20100126,10506.15,10566.49,10324.98,10325.28,175400
20100127,10344.07,10373.82,10252.08,10252.08,139400
20100128,10309.73,10462.70,10296.98,10414.29,168000
20100129,10308.05,10324.37,10198.04,10198.04,156800
20100201,10212.36,10224.83,10129.91,10205.02,162000
20100202,10310.98,10396.48,10287.74,10371.09,142000
20100203,10428.12,10436.52,10356.03,10404.33,154200
20100204,10434.52,10438.41,10279.57,10355.98,164600
20100205,10162.34,10166.30,10036.33,10057.09,172000
20100208,10007.47,10063.53,9942.05,9951.82,137400
20100209,9876.61,9956.79,9867.39,9932.90,135000
20100210,10024.26,10049.87,9963.99,9963.99,127000
20100212,10085.35,10099.46,10014.50,10092.19,136000
20100215,10097.82,10119.47,10012.53,10013.30,97400
20100216,10044.53,10062.27,10019.43,10034.25,87000
20100217,10161.72,10306.83,10150.24,10306.83,127200
20100218,10324.98,10340.38,10285.05,10335.69,111800
20100219,10334.40,10354.42,10123.58,10123.58,129400
20100222,10302.07,10449.75,10298.15,10400.47,115400
20100223,10327.64,10375.55,10280.33,10352.10,121400
20100224,10205.15,10243.20,10129.65,10198.83,125200
20100225,10256.10,10267.43,10087.21,10101.96,128200
20100226,10107.08,10171.22,10085.13,10126.03,113200
20100301,10128.73,10215.15,10116.86,10172.06,108400
20100302,10199.19,10238.96,10150.30,10221.84,104000
20100303,10193.95,10274.09,10186.68,10253.14,120600
20100304,10255.69,10263.48,10134.37,10145.72,126400
20100305,10254.61,10376.41,10254.61,10368.96,129800
20100308,10538.12,10586.97,10514.28,10585.92,140600
20100309,10567.32,10593.27,10542.81,10567.65,110000
20100310,10555.85,10588.69,10547.34,10563.92,104800
20100311,10627.99,10664.95,10588.86,10664.95,123800
20100312,10777.49,10777.49,10699.30,10751.26,206600
20100315,10802.11,10808.84,10708.97,10751.98,130600
20100316,10718.63,10776.52,10716.20,10721.71,106600
20100317,10789.24,10864.30,10761.89,10846.98,137600
20100318,10841.71,10845.73,10731.66,10744.03,130200
20100319,10785.88,10826.76,10775.57,10824.72,116200
20100323,10793.05,10817.78,10766.65,10774.15,112400
20100324,10829.36,10880.62,10769.18,10815.03,125400
20100325,10857.81,10872.45,10808.71,10828.85,123600
20100326,10895.29,11001.59,10889.33,10996.37,142200
20100329,10909.98,10990.75,10901.20,10986.47,0
20100330,11022.20,11108.82,11003.35,11097.14,153600
20100331,11138.72,11147.62,11085.55,11089.94,0
20100401,11178.92,11272.73,11118.18,11244.40,0
20100402,11274.18,11313.98,11235.98,11286.09,150000
20100405,11380.63,11408.17,11306.62,11339.30,118000
20100406,11350.70,11358.45,11217.25,11282.32,138000
20100407,11296.31,11350.57,11260.42,11292.83,167400
20100408,11179.67,11232.36,11159.45,11168.20,130200
20100409,11174.62,11204.87,11148.80,11204.34,148400
20100412,11300.79,11351.55,11248.57,11251.90,132400
20100413,11202.92,11212.65,11088.48,11161.23,144600
20100414,11213.46,11270.20,11161.01,11204.90,139400
20100415,11310.07,11316.66,11255.80,11273.79,156800
20100416,11230.53,11230.53,11084.72,11102.18,136800
20100419,10929.64,10953.90,10878.99,10908.77,133200
20100420,10960.11,10999.57,10890.82,10900.68,129600
20100421,11031.79,11093.30,11023.88,11090.05,153000
20100422,10988.01,10989.62,10866.23,10949.09,144200
20100423,10930.90,10967.12,10865.92,10914.46,136800
20100426,11039.59,11165.79,11035.66,11165.79,135000
20100427,11109.26,11213.45,11108.72,11212.66,143000
20100428,11005.51,11008.88,10882.40,10924.79,179400
20100430,11062.12,11092.52,11035.27,11057.40,156800
20100506,10847.90,10847.90,10682.61,10695.69,183800
20100507,10472.70,10472.77,10257.32,10364.59,227600
20100510,10399.05,10540.52,10362.34,10530.70,181000
20100511,10643.24,10643.28,10392.47,10411.10,196800
20100512,10465.03,10501.72,10345.19,10394.03,189400
20100513,10542.77,10638.23,10535.94,10620.55,159600
20100514,10453.40,10551.69,10390.77,10462.51,189000
20100517,10329.37,10331.87,10158.30,10235.76,182400
20100518,10313.14,10336.53,10197.74,10242.64,160800
20100519,10087.33,10186.84,10041.93,10186.84,175000
20100520,10121.85,10161.70,9999.59,10030.31,149600
20100521,9823.84,9829.36,9696.63,9784.54,195000
20100524,9754.99,9793.46,9693.07,9758.40,164800
20100525,9632.14,9642.60,9432.09,9459.89,165200
20100526,9567.35,9622.40,9477.45,9522.66,188000
20100527,9419.30,9642.16,9395.29,9639.72,175000
20100528,9806.06,9824.85,9699.14,9762.98,164400
20100531,9735.47,9831.73,9728.42,9768.70,121400
20100601,9747.26,9747.26,9658.44,9711.83,110400
20100602,9604.45,9763.41,9560.16,9603.24,158400
20100603,9758.82,9920.18,9758.82,9914.19,142600
20100604,9909.24,9962.42,9868.09,9901.19,120200
20100607,9705.36,9714.42,9502.62,9520.80,148400
20100608,9448.79,9587.65,9434.81,9537.94,129600
20100609,9475.57,9487.91,9378.23,9439.13,0
20100610,9476.78,9544.04,9437.47,9542.65,116600
20100611,9701.32,9764.73,9673.60,9705.25,222400
20100614,9824.93,9882.05,9819.95,9879.85,97200
20100615,9845.65,9911.73,9826.44,9887.89,101600
20100616,10043.10,10109.86,10033.24,10067.15,120200
20100617,10009.25,10053.45,9989.21,9999.40,97600
20100618,10027.98,10029.11,9965.16,9995.02,98400
20100621,10109.27,10251.90,10109.27,10238.01,123000
20100622,10131.91,10183.89,10105.48,10112.89,115000
20100623,9973.00,9975.01,9912.80,9923.70,102600
20100624,9902.62,10009.37,9893.75,9928.34,94800
20100625,9778.70,9794.98,9697.87,9737.48,129400
